model,domain,concept,run,job_done,n_eval,locus,arm,alphas_admissible,alphas_monotone,alpha_used,degraded_at_every_alpha,baseline_p_yes,concept_effect,concept_slope,n_random,rand_mean,rand_sd,rand_p95_abs,sham_effect,beats_sham,n_unrelated,unrel_mean,unrel_max_abs,beats_all_unrelated,rand_rank,n_random_expected,full_random_band,sign_as_expected,selective,effect_size_z,dead_locus,alpha_extreme,concept_effect_extreme,rand_mean_extreme
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L26.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.21793141380961364,-0.0018640656004815237,0.002286667439399404,16,-0.0009264014418780258,0.007804700916259432,0.012137447539619942,-0.0018928387047102146,False,4,0.0023329184550675425,0.009012473053492898,False,2,16,True,True,False,-0.12014094693238972,False,-1.0,-0.0018640656004815237,-0.0009264014418780258
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L26.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.21793141380961364,0.017273573811204784,0.017478586519358744,16,-0.006651418889305212,0.004702081241015103,0.013295373674433612,0.004141122330717423,True,4,-0.0037712410582268346,0.012883912859251723,True,16,16,True,True,True,5.08817084907384,False,1.0,0.017273573811204784,-0.006651418889305212
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L27.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.21793141380961364,0.004210556420730427,-0.008421112841460765,16,0.004623287064381034,0.13666792478634157,0.2343094601113383,0.26161021318209043,False,4,0.024082882177026463,0.08503931409601742,False,0,16,True,False,False,-0.0030199525184555565,False,-1.0,0.025905697703516722,0.034637653013836214
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L27.ans,pos,0.25,0.25,0.25,True,0.21793141380961364,0.008435381848054618,0.03374152739221828,16,0.024073095550799423,0.07180107251289877,0.14245287933711856,-0.09075385216177287,False,4,0.0024085840123007074,0.0632262619813749,False,2,16,True,True,False,-0.21779220219775342,False,1.0,0.0569981477650193,0.13195121953579775
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L27.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.21793141380961364,0.0,1.3645049789802067e-16,16,0.0,0.0,0.0,0.0,False,4,0.0,0.0,False,0,16,True,False,False,nan,True,-1.0,0.0,0.0
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L27.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.21793141380961364,0.0,-7.94447229582548e-17,16,0.0,0.0,0.0,0.0,False,4,0.0,0.0,False,0,16,True,False,False,nan,True,1.0,0.0,0.0
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L7.ans,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.21793141380961364,0.008124909853601509,-0.008105978904668826,16,-0.0015724219013767138,0.007712274564047264,0.01265275453018451,-0.008617817404835193,False,4,-0.0011986204942028775,0.011821806867374107,False,11,16,True,False,False,1.2573893310521917,False,-1.0,0.008124909853601509,-0.0015724219013767138
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L7.ans,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.21793141380961364,-0.0034902736369986087,-0.003537169855553639,16,0.004340713535990885,0.008679591349602086,0.015983351956189544,0.010651825665263459,False,4,0.005673079172993298,0.010879725440948562,False,3,16,True,False,False,-0.9022299388955107,False,1.0,-0.0034902736369986087,0.004340713535990885
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L7.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.21793141380961364,-0.03577450452818692,0.07154900905637399,16,-0.0026800319622755937,0.02023965723394387,0.032849199155559006,-0.04916904570806463,False,4,-0.036201940796066395,0.06377014248088625,False,15,16,True,True,True,-1.6351300905634256,False,-1.0,-0.09625186647948189,-0.042118291717391315
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,llm.L7.vis,pos,0.25|0.5,0.25|0.5,0.5,False,0.21793141380961364,0.020482469311294438,0.04096493862258899,16,-0.01326929553639882,0.024502771642396736,0.04862594998727825,0.0036659117516440465,True,4,0.004876011613911636,0.03215673436837582,False,8,16,True,True,False,1.3774672245360662,False,1.0,-0.10118726347961153,-0.06597014320414019
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,vis.last,neg,-0.25,-0.25,-0.25,True,0.21793141380961364,0.018296956918978424,-0.07318782767591349,16,0.022190661155642978,0.08595917760691693,0.1493809642755271,0.017881870133957506,True,4,0.050380998748247884,0.12434311182005328,False,2,16,True,False,False,-0.045297132255849276,False,-1.0,-0.1508032919179338,-0.08352176809542775
lingshu7b,medical,Cardiomegaly,int_lingshu7b_cardiomegaly,True,96,vis.last,pos,0.25,0.25,0.25,True,0.21793141380961364,0.08274255642512193,0.3309702257004874,16,0.029566518294207818,0.07997590910985561,0.17193488229531795,-0.06319215810799506,True,4,0.022099952277737124,0.15429336878393465,False,13,16,True,True,False,0.6649007022586144,False,1.0,-0.09864991431823002,-0.13357003351196303
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,connector,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,0.009892373733843385,-0.01978474746768655,16,-0.008051614723929859,0.02186690096299261,0.05041999140181966,0.006360087776556611,True,5,0.0053447575968069375,0.020861056235541298,False,10,16,True,False,False,0.8206004357060712,False,-1.0,0.008004709806603671,-0.028785015127141385
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,connector,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.40363709430675954,-0.02834057961202535,-0.027801743196323673,16,-0.006323292469460288,0.05128573020736145,0.0837760593058192,0.025286026201987,True,5,-0.015155794071809702,0.06300074063862365,False,6,16,True,False,False,-0.42930630125657737,False,1.0,-0.02834057961202535,-0.006323292469460288
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L0.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,0.003825652859328954,-0.0076513057186577155,16,-0.004356029653232937,0.027355738030487207,0.04604110435320764,0.008854963874910027,False,5,-0.003183787075492239,0.02088146449144307,False,3,16,True,False,False,0.2990846930703765,False,-1.0,0.0037143223162274808,-0.021969190158718753
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L0.vis,pos,0.25|0.5|1,0.25,0.25,False,0.40363709430675954,-0.002958780445624143,-0.011835121782496912,16,-0.00045273992873262614,0.014211500689457285,0.026122521754587055,-0.005910697470729531,False,5,-0.003338628083777928,0.013716448622290045,False,2,16,True,False,False,-0.17633890830055743,False,1.0,0.03643051466982189,-0.003943502504625936
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L14.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,0.00523964932654053,-0.010479298653080726,16,-0.0005297033627963826,0.01191380725210596,0.018472097362973727,-0.00930509293296683,False,5,0.003932222126362217,0.0249919198686257,False,6,16,True,False,False,0.4842576824731729,False,-1.0,0.007572844081247865,-0.026959053196454384
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L14.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.40363709430675954,0.0049022993189282715,0.009804598637856736,16,-0.00403412211683947,0.011322050671230245,0.01903484029268536,-0.005114143850126596,False,5,-0.004086362642313668,0.018561207446812944,False,5,16,True,True,False,0.7892935383583403,False,1.0,-0.06521753493386012,-0.022124478495849566
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L14.vis,neg,-0.25,-0.25,-0.25,False,0.40363709430675954,-0.024487713701091707,0.09795085480436697,16,-0.00802837683901695,0.017157105008808494,0.03169315656608282,-0.03751430289897445,False,5,-0.007570579551005119,0.027405960213703395,False,14,16,True,True,False,-0.9593306594337738,False,-1.0,-0.1620599998277612,-0.11222083984830533
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L14.vis,pos,0.25,0.25,0.25,False,0.40363709430675954,0.01594757220785442,0.06379028883141745,16,-0.003392545426322613,0.017168795495503035,0.03719327919437396,0.02732223536198336,False,5,-0.00614449191295231,0.02304265956627205,False,12,16,True,True,False,1.1264691014138253,False,1.0,0.016376461232236295,-0.10907006073345352
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L21.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,0.009743706129180907,-0.019487412258361685,16,-0.00221068846500809,0.02005614708290665,0.03778242507784549,-0.02691142618035275,False,5,-0.0023826522131760843,0.009921851160470396,False,7,16,True,False,False,0.5960464163317503,False,-1.0,0.022185430551568686,-0.025872331332114598
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L21.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.40363709430675954,-0.01564668194623664,-0.03129336389247321,16,-0.006719041142180984,0.022139061976505354,0.04032387532788562,0.023157561391902448,False,5,-0.005946283543016762,0.030595706863095984,False,9,16,True,False,False,-0.40325289361988054,False,1.0,-0.05202365078730509,-0.02860626900110219
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L21.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.40363709430675954,0.0039054364121208773,-0.004281223611906039,16,-0.0003467314369724299,0.005586569303913688,0.009161478238335491,-0.0007267581725803329,True,5,0.0011960037440682525,0.003882052279853554,True,9,16,True,False,False,0.7611411615558833,False,-1.0,0.0039054364121208773,-0.0003467314369724299
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L21.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.40363709430675954,-0.0027260444476269186,-0.0030479819447334906,16,0.0020002988057967706,0.005004201460092855,0.010537367668196865,-0.0046488275596250905,False,5,0.0024838541750796138,0.006356698150436102,False,7,16,True,False,False,-0.9444750158671649,False,1.0,-0.0027260444476269186,0.0020002988057967706
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L26.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.40363709430675954,-0.015053315359788655,0.015389596786172875,16,-0.0018478892779967213,0.010429908838185436,0.015548873188284518,0.009303083546304436,True,5,0.002539126617678744,0.007550837666106702,True,13,16,True,True,False,-1.2661113617258972,False,-1.0,-0.015053315359788655,-0.0018478892779967213
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L26.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.40363709430675954,0.00669436197495088,0.006124036528524763,16,-0.006392146598955151,0.006800612494611676,0.016803516904474222,-0.001788916046886413,True,5,0.0019528103643096872,0.02192302451779443,False,11,16,True,True,False,1.9243132268269738,False,1.0,0.00669436197495088,-0.006392146598955151
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L27.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,-0.09887205919949338,0.19774411839898698,16,-0.017890115327797204,0.13484360324208008,0.27580546396772354,-0.08244488200095174,True,5,0.008149787834069378,0.09619559566878405,True,9,16,True,True,False,-0.6005619986756959,False,-1.0,-0.1736137670620034,-0.02380762291871482
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L27.ans,pos,0.25,0.25,0.25,False,0.40363709430675954,0.058176047168672085,0.2327041886746883,16,0.016491667186225342,0.06982861526957883,0.1557009258879892,0.04826029770386714,True,5,0.00015703544098262246,0.05480237693215412,True,10,16,True,True,False,0.5969526936990077,False,1.0,0.22002935157312697,0.07656593155638802
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L27.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.40363709430675954,0.0,1.4446181877554467e-16,16,0.0,0.0,0.0,0.0,False,5,0.0,0.0,False,0,16,True,False,False,nan,True,-1.0,0.0,0.0
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L27.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.40363709430675954,0.0,-5.441752510400494e-17,16,0.0,0.0,0.0,0.0,False,5,0.0,0.0,False,0,16,True,False,False,nan,True,1.0,0.0,0.0
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L7.ans,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.40363709430675954,0.016042901998541026,-0.015768305649094014,16,0.0025055212111813815,0.009188500685449992,0.015368474215695926,0.011670368374325335,True,5,0.00228779778117314,0.009755254839546978,True,15,16,True,False,True,1.4732959435695654,False,-1.0,0.016042901998541026,0.0025055212111813815
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L7.ans,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.40363709430675954,-0.004231371140728413,-0.004360079204309089,16,0.005992896252185648,0.0064199358191565315,0.013575218520903334,-0.003965952530658512,True,5,0.006628237513359636,0.014201741044719995,False,4,16,True,False,False,-1.5925809355298746,False,1.0,-0.004231371140728413,0.005992896252185648
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L7.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.40363709430675954,-0.01913456900122884,0.038269138002457605,16,-0.01557189802163824,0.035388577451678754,0.07409140156232752,-0.0668065105176841,False,5,-0.041509861147884894,0.07118900282269652,False,6,16,True,True,False,-0.10067290736552607,False,-1.0,-0.2017240605976743,-0.11431627780378525
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,llm.L7.vis,pos,0.25|0.5,0.25|0.5,0.5,False,0.40363709430675954,-0.017667689244262874,-0.03533537848852552,16,-0.01530212173990246,0.03234087938418484,0.06329068133345571,0.03889093208514777,False,5,-0.014813497072706627,0.04757440237638849,False,6,16,True,False,False,-0.07314481082160093,False,1.0,-0.028820045195364685,-0.11421011723541596
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,vis.last,neg,-0.25,-0.25,-0.25,True,0.40363709430675954,-0.05138060973452713,0.20552243893810873,16,-0.04540122444086592,0.07827716722152438,0.16211372064814591,0.027194192128566386,True,5,-0.0003022716632888889,0.08921164368318085,False,8,16,True,True,False,-0.07638734903039542,False,-1.0,-0.31419502082280815,-0.25859190333115595
lingshu7b,medical,Effusion,int_lingshu7b_effusion,True,96,vis.last,pos,0.25,0.25,0.25,True,0.40363709430675954,0.0581602172460407,0.2326408689841625,16,-0.028989899536706307,0.09371475177727528,0.15985272410034668,-0.09133096421525505,False,5,-0.013341229752404616,0.07092059019487351,False,8,16,True,True,False,0.9299508895874798,False,1.0,-0.17482634629899016,-0.2993435952997364
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,connector,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.3087929356455182,-0.027376890706364065,0.05475378141272817,16,-0.01616133114293914,0.02857642834626195,0.06306994918850249,-0.05074493837310001,False,4,-0.008137074342812398,0.03714539415280643,False,9,16,True,True,False,-0.3924759045296162,False,-1.0,-0.039894713748556854,-0.03698025345329368
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,connector,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.3087929356455182,0.024211778305470943,0.022857164901991654,16,-0.006677172032747555,0.05430742524931638,0.09934449252129221,0.028754852944985032,False,4,-0.019004529545782113,0.1037858510777975,False,5,16,True,True,False,0.5687795029208704,False,1.0,0.024211778305470943,-0.006677172032747555
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L0.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,-0.036004681256599724,0.03501237518198448,16,0.019802677001280265,0.06371428772082065,0.10427741621970199,-0.07588658749591556,False,4,-0.016711943351159157,0.07260089924481386,False,4,16,True,True,False,-0.8759002141311419,False,-1.0,-0.036004681256599724,0.019802677001280265
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L0.vis,pos,0.25,0.25,0.25,False,0.3087929356455182,0.013028101762756705,0.052112407051026766,16,-0.012658658177921691,0.014421068319287094,0.030489145525886358,0.007270505768246949,True,4,-0.004563861250062445,0.01771503993465251,False,8,16,True,True,False,1.7811967443718637,False,1.0,0.08902307411578175,-0.04414757895816969
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L14.ans,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.3087929356455182,-0.016471241309773177,0.032942482619546756,16,-0.006158666810733831,0.02257690817753061,0.03718281668504156,-0.02833359153009951,False,4,6.969899307783523e-05,0.026677395585769148,False,8,16,True,True,False,-0.45677532184423764,False,-1.0,-0.03778336018634337,-0.03820578068643952
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L14.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.3087929356455182,0.006229316350072622,0.012458632700145375,16,-0.008201653683499881,0.0169246506747982,0.028118523429535955,0.009828620435049173,False,4,-0.011172946879620796,0.02637142301925144,False,2,16,True,True,False,0.852659845739745,False,1.0,-0.05721860140329227,-0.027636644883690054
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L14.vis,neg,-0.25,-0.25,-0.25,True,0.3087929356455182,-0.0338785803566376,0.1355143214265506,16,-0.021116255179852772,0.021305956446753163,0.043330229731509434,-0.039556725532747805,False,4,-0.0004378227167762677,0.016965208342298865,True,9,16,True,True,False,-0.5990026877544703,False,-1.0,-0.15374499935812005,-0.1297446979115193
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L14.vis,pos,0.25|0.5,0.25,0.25,False,0.3087929356455182,0.020426990774770615,0.08170796309908221,16,0.004428474872838723,0.0205949229013863,0.034480295173125355,0.010805745725519955,True,4,-0.021274410964300217,0.02407738019246608,False,10,16,True,True,False,0.7768184410564114,False,1.0,-0.07729090587235984,-0.07756225113917023
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L21.ans,neg,-0.25|-0.5|-1,-0.25|-0.5,-0.5,False,0.3087929356455182,-0.005402625984667453,0.010805251969335409,16,0.001191395059625712,0.02474299136826442,0.04436224800883792,0.015567352335589646,False,4,0.0013219344303555397,0.009580551336208998,False,3,16,True,True,False,-0.2665005595382745,False,-1.0,0.005778506728044419,-0.01694097476744595
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L21.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.3087929356455182,0.009361997285547374,0.018723994571094933,16,-0.006862455481799146,0.025753778128800593,0.04967634133936372,-0.021988855092786252,False,4,-0.007727760404425979,0.027479935029987246,False,2,16,True,True,False,0.6299834022877842,False,1.0,-0.033208067567708555,-0.023769368048306184
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L21.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,-0.006188895766778502,0.005987687610710777,16,-0.0014884760724574453,0.0042529936991239315,0.00790520350953254,0.004792345222085714,True,4,0.0006322398742971552,0.0036728509391347752,True,14,16,True,True,False,-1.1052026000624664,False,-1.0,-0.006188895766778502,-0.0014884760724574453
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L21.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.3087929356455182,-0.00042678365328657764,-0.0003369445158613047,16,8.440439220674598e-05,0.004795248289343528,0.007763609173707664,-0.008450725038225415,False,4,-0.00027906644390893187,0.0068106495309621096,False,0,16,True,False,False,-0.10660304006141579,False,1.0,-0.00042678365328657764,8.440439220674598e-05
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L26.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,-0.003986755657630625,0.003520872656788368,16,-0.0030960757685534017,0.008901632550565683,0.014980145861045471,0.002560801920481026,True,4,-0.0007041380740701875,0.00829410836255795,False,5,16,True,True,False,-0.10005803812027966,False,-1.0,-0.003986755657630625,-0.0030960757685534017
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L26.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.3087929356455182,-0.0028934594010934234,-0.0029265071442795263,16,-0.008393590484047284,0.005578049506210388,0.01800980278252,-0.0006189328075075773,True,4,-0.0013675671410358636,0.01880343097339693,False,2,16,True,False,False,0.9860312420730982,False,1.0,-0.0028934594010934234,-0.008393590484047284
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L27.ans,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,0.17756896842426312,-0.17879905411530114,16,0.011115736192550707,0.22672788900614924,0.4161557893967256,-0.12440664096114534,True,4,0.017322446554317167,0.15697006295279914,True,11,16,True,False,False,0.7341542011498987,False,-1.0,0.17756896842426312,0.011115736192550707
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L27.ans,pos,0.25,0.25,0.25,True,0.3087929356455182,-0.03577327080226189,-0.1430930832090476,16,0.022691373020885922,0.07920773432420615,0.16393168748375803,0.05420715839136392,False,4,0.010190846679809837,0.06465294080165529,False,9,16,True,False,False,-0.7381178659125062,False,1.0,-0.08961823353699097,0.11918123485770594
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L27.vis,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,0.0,2.0324099654095093e-16,16,0.0,0.0,0.0,0.0,False,4,0.0,0.0,False,0,16,True,False,False,nan,True,-1.0,0.0,0.0
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L27.vis,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.3087929356455182,0.0,-1.0019841472956566e-16,16,0.0,0.0,0.0,0.0,False,4,0.0,0.0,False,0,16,True,False,False,nan,True,1.0,0.0,0.0
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L7.ans,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.3087929356455182,-0.011203968160164834,0.011387010300088634,16,-0.002855703991372121,0.01251593427038723,0.0238756935674852,-0.006637457564162674,True,4,-0.005578225017719263,0.015527926657038449,False,12,16,True,True,False,-0.667010866982959,False,-1.0,-0.011203968160164834,-0.002855703991372121
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L7.ans,pos,0.25|0.5|1,0.25|0.5|1,1.0,False,0.3087929356455182,0.014700617408379912,0.015506858334300006,16,-0.0012556337799954354,0.010736529397055567,0.020978629632736584,0.011274144363900063,True,4,-0.007571970680146464,0.02206725991951919,False,14,16,True,True,False,1.4861647184379023,False,1.0,0.014700617408379912,-0.0012556337799954354
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L7.vis,neg,-0.25|-0.5,-0.25|-0.5,-0.5,False,0.3087929356455182,-0.033414220437407494,0.0668284408748151,16,0.0029913302302399577,0.043361487511896925,0.0917793775442988,0.06840919004753232,False,4,-0.016049254098713064,0.044950820001152636,False,12,16,True,True,False,-0.8395826055934774,False,-1.0,-0.030012033064849675,-0.07216453816242088
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,llm.L7.vis,pos,0.25|0.5,0.25|0.5,0.5,False,0.3087929356455182,-0.0378428649273701,-0.07568572985474004,16,-0.015208269270563797,0.03624505251325204,0.06993474506210381,-0.03086839094369981,True,4,-0.0072199155644435825,0.03296369533442578,True,10,16,True,False,False,-0.6244878704074319,False,1.0,-0.24695516749246355,-0.09753108457698542
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,vis.last,neg,-0.25,-0.25,-0.25,True,0.3087929356455182,-0.037946847228643776,0.15178738891457536,16,-0.029090048411793135,0.06206553419816913,0.10926063745379601,0.14857593881121528,False,4,0.017404103462467915,0.1109211944276467,False,4,16,True,True,False,-0.14270075866215468,False,-1.0,-0.15964912937488404,-0.1565363811253822
lingshu7b,medical,Pneumothorax,int_lingshu7b_pneumothorax,True,96,vis.last,pos,0.25,0.25,0.25,True,0.3087929356455182,0.052064715690600394,0.20825886276240152,16,-0.07599681624318083,0.08006903906210841,0.16010223668611917,-0.09252418181858954,False,4,-0.04535659570926022,0.09233794175088403,False,3,16,True,True,False,1.5993888953062834,False,1.0,-0.1941163351681704,-0.21538841082110594
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,connector,neg,-0.25,-0.25,-0.25,True,0.5619063396006823,0.026443828207751152,-0.10577531283100407,16,-0.03915229123473789,0.05077195577573841,0.09789033257402481,0.04771757374207175,False,4,-0.05052242451347412,0.07894776295870543,False,5,16,True,False,False,1.2919754309294191,False,-1.0,0.04800563429792726,-0.041440546066345035
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,connector,pos,0.25,0.25,0.25,True,0.5619063396006823,-0.05751962432016933,-0.23007849728067764,16,-0.03227656311355531,0.05663504650538607,0.12736280472017825,-0.09723134431988001,False,4,-0.023708445020020008,0.053253823580841186,True,10,16,True,False,False,-0.44571449595637513,False,1.0,-0.16461581985155743,0.052910397275506206
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,llm.L0.vis,neg,-0.25,-0.25,-0.25,True,0.5619063396006823,0.0050923945382237434,-0.02036957815289486,16,-0.0354413097569098,0.032294987252227896,0.09214352738733093,-0.1063292243828376,False,4,-0.04473669469977418,0.05153732746839523,False,3,16,True,False,False,1.2551082302203818,False,-1.0,-0.13046923000365496,-0.061964525351262026
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,llm.L0.vis,pos,0.25,0.25,0.25,True,0.5619063396006823,-0.0792322525133689,-0.3169290100534755,16,-0.030902776770138498,0.03370844532825715,0.06851601391099392,0.0473432457074523,True,4,-0.026685909368097754,0.04019881288210547,True,15,16,True,False,True,-1.4337497702012596,False,1.0,-0.029877018493910668,-0.038686651940224685
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,llm.L16.ans,neg,-0.25|-0.5|-1,-0.25|-0.5|-1,-1.0,False,0.5619063396006823,0.01147558105488622,-0.010817409803469687,16,-0.017063945454234872,0.0516359701461033,0.09125250601209703,-0.1021516326194008,False,4,0.02127768425270915,0.0637552638848623,False,4,16,True,False,False,0.5527063097365824,False,-1.0,0.01147558105488622,-0.017063945454234872
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,llm.L16.ans,pos,0.25|0.5,0.25|0.5,0.5,False,0.5619063396006823,-0.012243821285665035,-0.024487642571329692,16,0.011437494928638131,0.027165392291980346,0.04825998586602512,0.04524446030457818,False,4,-0.012385774248590081,0.030040324665606022,False,5,16,True,False,False,-0.8717457844808767,False,1.0,-0.011263973700503471,0.02793874783674254
llava15_7b,general,Cardiomegaly,int_llava15_7b_cardiomegaly,True,96,llm.L16.vis,neg,-0.25|-0.5|-1,-0.25,-0.25,False,0.5619063396006823,0.0020964546129107475,-0.00838581845164271,16,-0.0011369680481341932,0.0038467759668174596,0.0073690322848657674,-0.0006370168800154952,True,4,-0.0014701743299762315,0.0055860855306187895,False,5,16,True,False,False,0.8405539311196325,False,-1.0,-0.013167714700102806,-0.012411454964118704
